id,bid,user_id,用户昵称,微博正文,话题,转发数,评论数,点赞数,发布时间,发布工具
5289417690581628,QBwa52rj6,5762891674,密度新闻,#这里是北半马不许睡觉#【#宇树H1机器人不慎摔倒#】突发！杭州S队宇树H1机器人意外摔倒，应急方案即刻启动，备用机器人顶上！#2026机器人半马#（@北京新闻广播记者：刘海洋；制作：逯梦怡实习）L北京新闻广播的微博视频,"这里是北半马不许睡觉,宇树H1机器人不慎摔倒,2026机器人半马",0,0,0,2026-04-19 14:08,iPhone客户端
5289417548764688,QBw9QAM5W,2661992301,买家张俊,宇树H1人形机器人凭借自研高扭矩关节与动态平衡算法，在复杂多弯道赛道自主完成挑战，展现强大运动能力，其速度飞跃更逼近人类极限，是具身智能的重大突破。不过，争议也随之而来。有人质疑机器人与人类生理差异大，直接对比不公平；也有人认为应优先聚焦民生场景，毕竟目前其商业化落地仍是难题。但不可否认，赛事证明机器人已迈入“快跑+自主决策”新层级，短跑能力为救援、物流等提供技术支撑，极端环境应对设计也潜力无限。此次赛事中国技术领跑全球，宇树还加速商业布局。机器人摔倒后“顽强”自启的形象引发情感共鸣，虽存在风险担忧，但未来值得期待，期待机器人带来更多惊喜与改变。#宇树H1机器人被担架抬离赛道##宇树H1机器人半马赛场终点累倒#关于#宇树机器人打破人类1500米世界纪录#的对话内容，来智搜看看。,"宇树H1机器人被担架抬离赛道,宇树H1机器人半马赛场终点累倒,宇树机器人打破人类1500米世界纪录",29,29,38,2026-04-19 14:07,
5289416710949714,QBw8v3Z3Y,1845864154,看看新闻Knews,【#机器人为何做成人形#？】工信部人形机器人重大专项论证组组长、国家地方共建人形机器人创新中心首席科学家江磊，生动解答“机器人为什么要造成人形的”的这个大众关注的问题。在这个机器人的“培训学校”，即将走入家庭、工厂、社会的机器人在这里学习端茶倒水、叠衣打扫、抓取零件。正是因为人类是机器人的天然老师，人形机器人更能成为一个适配人类师傅的一比一学徒。江磊认为，中国深厚的传统文明，也许能为人工智能的发展增加文化深处的助力。#2026机器人半马#L看看新闻Knews的微博视频,"机器人为何做成人形,2026机器人半马",2,2,0,2026-04-19 14:04,微博视频号
5289416631258444,QBw8n5hnu,3731426343,迷彩的格调你的味道,#机器人马拉松豆包变豆脚了#豆包？豆脚？网友:老实交代你和豆包啥关系，豆包的兄弟豆脚？#机器人摔倒北京市民路边直着急#L迷彩的格调你的味道的微博视频,"机器人马拉松 豆包变豆脚了,机器人摔倒北京市民路边直着急",0,3,9,2026-04-19 14:04,迷彩的格调Android
5289416291782790,QBw7P7tMG,1367884197,连秋月0216,北京亦庄人机半马图片合集～#人形机器人#人机交互#半程马拉松#机器人摔倒#机器人超越人类#奶瓶机器人#人类更优雅L连秋月0216的微博视频,"人形机器人,半程马拉松,机器人超越人类",2,0,2,2026-04-19 14:02,微博视频号
5289735686982759,QBEqYtix9,1989749793,快讯聚焦,【#人形机器人半马成绩超人类世界纪录#，#为什么厂商热衷让机器人跑步#？】去年还在蹒跚摔倒的机器人，今年已经跑赢了人类世界纪录。4月19日，2026北京亦庄人形机器人半程马拉松开跑，来自11个省份超百支队伍参赛。据@消费者报道不完全统计，参赛的机器人产品包括宇树H1、天工1.0Ultra、闪电、松延动力B2、加速进化BoosterT2、行者泰山等。最终，荣耀“闪电”机器人以50分26秒的净用时夺冠，这一成绩不仅远超去年冠军（2小时40分），甚至优于人类半马世界纪录。据悉，荣耀“闪电”搭载自研液冷散热、一体化关节模组（峰值扭矩400牛米）及全栈运控算法，单块电池续航突破10公里，全程仅换一次电。亚军、季军同样由荣耀“闪电”包揽。厂商为何热衷让机器人跑步？马拉松是对运动控制、续航散热、系统可靠性的极限压力测试，目的并非炫技，而是为了量产和商业化。赛事期间，京东平台“具身智能机器人”搜索量激增超300%，宇树、天工等品牌销售额翻倍。产业链上，蓝思科技、领益智造等供应商已深度参与。中信建投指出，2026年将成人形机器人量产元年。当硅基跑者超越人类极限，机器人正加速从实验室奔向日常生活。#程序员追不上机器人干脆开电瓶车跟#O机器人马拉松冠军成绩已超过人类！为什么机器人要跑马拉松？,"人形机器人半马成绩超人类世界纪录,为什么厂商热衷让机器人跑步,程序员追不上机器人干脆开电瓶车跟",0,0,1,2026-04-20 11:12,微易剪
5289735681738159,QBEqY7iaP,2556188797,观点交汇圈,【#人形机器人半马成绩超人类世界纪录#，#为什么厂商热衷让机器人跑步#？】去年还在蹒跚摔倒的机器人，今年已经跑赢了人类世界纪录。4月19日，2026北京亦庄人形机器人半程马拉松开跑，来自11个省份超百支队伍参赛。据@消费者报道不完全统计，参赛的机器人产品包括宇树H1、天工1.0Ultra、闪电、松延动力B2、加速进化BoosterT2、行者泰山等。最终，荣耀“闪电”机器人以50分26秒的净用时夺冠，这一成绩不仅远超去年冠军（2小时40分），甚至优于人类半马世界纪录。据悉，荣耀“闪电”搭载自研液冷散热、一体化关节模组（峰值扭矩400牛米）及全栈运控算法，单块电池续航突破10公里，全程仅换一次电。亚军、季军同样由荣耀“闪电”包揽。厂商为何热衷让机器人跑步？马拉松是对运动控制、续航散热、系统可靠性的极限压力测试，目的并非炫技，而是为了量产和商业化。赛事期间，京东平台“具身智能机器人”搜索量激增超300%，宇树、天工等品牌销售额翻倍。产业链上，蓝思科技、领益智造等供应商已深度参与。中信建投指出，2026年将成人形机器人量产元年。当硅基跑者超越人类极限，机器人正加速从实验室奔向日常生活。#程序员追不上机器人干脆开电瓶车跟#O机器人马拉松冠军成绩已超过人类！为什么机器人要跑马拉松？,"人形机器人半马成绩超人类世界纪录,为什么厂商热衷让机器人跑步,程序员追不上机器人干脆开电瓶车跟",0,0,1,2026-04-20 11:12,微易剪
5289735677285843,QBEqXuznB,6171489065,暖视频在线,【#人形机器人半马成绩超人类世界纪录#，#为什么厂商热衷让机器人跑步#？】去年还在蹒跚摔倒的机器人，今年已经跑赢了人类世界纪录。4月19日，2026北京亦庄人形机器人半程马拉松开跑，来自11个省份超百支队伍参赛。据@消费者报道不完全统计，参赛的机器人产品包括宇树H1、天工1.0Ultra、闪电、松延动力B2、加速进化BoosterT2、行者泰山等。最终，荣耀“闪电”机器人以50分26秒的净用时夺冠，这一成绩不仅远超去年冠军（2小时40分），甚至优于人类半马世界纪录。据悉，荣耀“闪电”搭载自研液冷散热、一体化关节模组（峰值扭矩400牛米）及全栈运控算法，单块电池续航突破10公里，全程仅换一次电。亚军、季军同样由荣耀“闪电”包揽。厂商为何热衷让机器人跑步？马拉松是对运动控制、续航散热、系统可靠性的极限压力测试，目的并非炫技，而是为了量产和商业化。赛事期间，京东平台“具身智能机器人”搜索量激增超300%，宇树、天工等品牌销售额翻倍。产业链上，蓝思科技、领益智造等供应商已深度参与。中信建投指出，2026年将成人形机器人量产元年。当硅基跑者超越人类极限，机器人正加速从实验室奔向日常生活。#程序员追不上机器人干脆开电瓶车跟#O机器人马拉松冠军成绩已超过人类！为什么机器人要跑马拉松？,"人形机器人半马成绩超人类世界纪录,为什么厂商热衷让机器人跑步,程序员追不上机器人干脆开电瓶车跟",0,0,1,2026-04-20 11:12,微易剪
5289735573996834,QBEqNgLL4,5762891674,密度新闻,【#机器人半马自主导航占比超四成#】#机器人半马摔倒率大幅下降#4月19日7时30分，1.2万余名人类跑者与100余支人形机器人赛队并肩出发，2026北京亦庄半程马拉松暨人形机器人半程马拉松正式拉开帷幕，这也是全球唯一一个让人类与双足机器人同场竞技的马拉松赛事。从去年“蹒跚学步”到今年“稳健奔跑”，这些钢铁身躯的每一步，都是科学技术迭代的真实写照。本次赛事分为自主导航和遥控两种参赛方式，两个组别加权系数分别是净时成绩的1.0与1.2。最令人动容的莫过于冠军的诞生——齐天大圣队的荣耀自研的自主导航机器人“闪电”以50分26秒夺得机器人组冠军，这一成绩超越了人类半程马拉松57分20秒的世界纪录。“今年机器人跑得真快！”这不仅是观众的感叹，更是技术突破的直观体现。据赛事组委会数据，本届参赛队伍中超四成采用自主导航模式，而去年这一比例几乎可以忽略不计。相比2025年首届赛事，今年的机器人半马实现了全方位突破。去年，仅有6台机器人完成比赛，最好成绩为2小时40分42秒，而今年，赛事规模扩容近5倍，参赛数量、参与范围、技术类型均创历史新高。据《环球时报》记者现场观察，今年摔倒的机器人较去年大幅减少，即便有个别机器人出现断臂、卡顿等状况，也能快速调整或自主停机，展现出较强的稳定性。这种进步离不开各团队的精心打磨。#程序员追不上机器人干脆开电瓶车跟#@密度新闻L密度新闻的微博视频,"机器人半马自主导航占比超四成,机器人半马摔倒率大幅下降,程序员追不上机器人干脆开电瓶车跟",26,2,7,2026-04-20 11:11,微博视频号
5289734948523871,QBEpMzLrN,1179657454,鱼拔河,4月19日，2026北京亦庄半程马拉松暨人形机器人半程马拉松在北京亦庄举行。超百支机器人赛队与跑步爱好者一同冲出起跑线，穿梭于泡桐大道、文博大桥和南海子公园等地，在21.0975公里赛道上挑战极限。比赛过程中，有体力不支，半路高能补给者，也有失足摔倒泪洒赛场者，还有比赛走神，当起显眼包的，比如这个小哥有相当的个性，似乎往了自己参加的是马拉松，竟然当众跳起热舞，还耍起功夫，潜台词就是，哥是娱乐明星，不是竞技明星。最终，一身亮眼红色战甲、来自齐天大圣队的“闪电”机器人以50分26秒的净用时，夺得赛事桂冠，成绩超越人类半程马拉松最快纪录。L鱼拔河的微博视频,,0,1,0,2026-04-20 11:09,微博视频号
5289734641287276,QBEpi5oSw,6174413689,青晨视频,【#人形机器人半马成绩超人类世界纪录#，#为什么厂商热衷让机器人跑步#？】去年还在蹒跚摔倒的机器人，今年已经跑赢了人类世界纪录。4月19日，2026北京亦庄人形机器人半程马拉松开跑，来自11个省份超百支队伍参赛。据@消费者报道不完全统计，参赛的机器人产品包括宇树H1、天工1.0Ultra、闪电、松延动力B2、加速进化BoosterT2、行者泰山等。最终，荣耀“闪电”机器人以50分26秒的净用时夺冠，这一成绩不仅远超去年冠军（2小时40分），甚至优于人类半马世界纪录。据悉，荣耀“闪电”搭载自研液冷散热、一体化关节模组（峰值扭矩400牛米）及全栈运控算法，单块电池续航突破10公里，全程仅换一次电。亚军、季军同样由荣耀“闪电”包揽。厂商为何热衷让机器人跑步？马拉松是对运动控制、续航散热、系统可靠性的极限压力测试，目的并非炫技，而是为了量产和商业化。赛事期间，京东平台“具身智能机器人”搜索量激增超300%，宇树、天工等品牌销售额翻倍。产业链上，蓝思科技、领益智造等供应商已深度参与。中信建投指出，2026年将成人形机器人量产元年。当硅基跑者超越人类极限，机器人正加速从实验室奔向日常生活。#程序员追不上机器人干脆开电瓶车跟#O机器人马拉松冠军成绩已超过人类！为什么机器人要跑马拉松？,"人形机器人半马成绩超人类世界纪录,为什么厂商热衷让机器人跑步,程序员追不上机器人干脆开电瓶车跟",0,0,43,2026-04-20 11:07,微博网页版
5289734245188016,QBEoElLDG,2648459114,_网名被我吃了,这小鼻嘎太可爱了，拿着奶瓶就跑来了，累了知道蹲下休息，摔倒后还被对手看热闹了#2026机器人半马##2026北京半马周日开跑#L_网名被我吃了的微博视频,"2026机器人半马,2026北京半马周日开跑",0,1,0,2026-04-20 11:06,微博视频号
5289734201937994,QBEoA889Y,7858554508,远近新闻,【#人形机器人半马成绩超人类世界纪录#，#为什么厂商热衷让机器人跑步#？】去年还在蹒跚摔倒的机器人，今年已经跑赢了人类世界纪录。4月19日，2026北京亦庄人形机器人半程马拉松开跑，来自11个省份超百支队伍参赛。据@消费者报道不完全统计，参赛的机器人产品包括宇树H1、天工1.0Ultra、闪电、松延动力B2、加速进化BoosterT2、行者泰山等。最终，荣耀“闪电”机器人以50分26秒的净用时夺冠，这一成绩不仅远超去年冠军（2小时40分），甚至优于人类半马世界纪录。据悉，荣耀“闪电”搭载自研液冷散热、一体化关节模组（峰值扭矩400牛米）及全栈运控算法，单块电池续航突破10公里，全程仅换一次电。亚军、季军同样由荣耀“闪电”包揽。厂商为何热衷让机器人跑步？马拉松是对运动控制、续航散热、系统可靠性的极限压力测试，目的并非炫技，而是为了量产和商业化。赛事期间，京东平台“具身智能机器人”搜索量激增超300%，宇树、天工等品牌销售额翻倍。产业链上，蓝思科技、领益智造等供应商已深度参与。中信建投指出，2026年将成人形机器人量产元年。当硅基跑者超越人类极限，机器人正加速从实验室奔向日常生活。#程序员追不上机器人干脆开电瓶车跟#O机器人马拉松冠军成绩已超过人类！为什么机器人要跑马拉松？,"人形机器人半马成绩超人类世界纪录,为什么厂商热衷让机器人跑步,程序员追不上机器人干脆开电瓶车跟",0,0,1,2026-04-20 11:06,iPhone客户端
5289734179917805,QBEoxFC4B,5907285478,新浪科技视频,【#人形机器人半马成绩超人类世界纪录#，#为什么厂商热衷让机器人跑步#？】去年还在蹒跚摔倒的机器人，今年已经跑赢了人类世界纪录。4月19日，2026北京亦庄人形机器人半程马拉松开跑，来自11个省份超百支队伍参赛。据@消费者报道不完全统计，参赛的机器人产品包括宇树H1、天工1.0Ultra、闪电、松延动力B2、加速进化BoosterT2、行者泰山等。最终，荣耀“闪电”机器人以50分26秒的净用时夺冠，这一成绩不仅远超去年冠军（2小时40分），甚至优于人类半马世界纪录。据悉，荣耀“闪电”搭载自研液冷散热、一体化关节模组（峰值扭矩400牛米）及全栈运控算法，单块电池续航突破10公里，全程仅换一次电。亚军、季军同样由荣耀“闪电”包揽。厂商为何热衷让机器人跑步？马拉松是对运动控制、续航散热、系统可靠性的极限压力测试，目的并非炫技，而是为了量产和商业化。赛事期间，京东平台“具身智能机器人”搜索量激增超300%，宇树、天工等品牌销售额翻倍。产业链上，蓝思科技、领益智造等供应商已深度参与。中信建投指出，2026年将成人形机器人量产元年。当硅基跑者超越人类极限，机器人正加速从实验室奔向日常生活。#程序员追不上机器人干脆开电瓶车跟#O机器人马拉松冠军成绩已超过人类！为什么机器人要跑马拉松？,"人形机器人半马成绩超人类世界纪录,为什么厂商热衷让机器人跑步,程序员追不上机器人干脆开电瓶车跟",0,2,1,2026-04-20 11:06,微博网页版
5289732418307329,QBElHyR7b,2792675770,消费者报道,【#人形机器人半马成绩超人类世界纪录#，#为什么厂商热衷让机器人跑步#？】去年还在蹒跚摔倒的机器人，今年已经跑赢了人类世界纪录。4月19日，2026北京亦庄人形机器人半程马拉松开跑，来自11个省份超百支队伍参赛。据@消费者报道不完全统计，参赛的机器人产品包括宇树H1、天工1.0Ultra、闪电、松延动力B2、加速进化BoosterT2、行者泰山等。最终，荣耀“闪电”机器人以50分26秒的净用时夺冠，这一成绩不仅远超去年冠军（2小时40分），甚至优于人类半马世界纪录。据悉，荣耀“闪电”搭载自研液冷散热、一体化关节模组（峰值扭矩400牛米）及全栈运控算法，单块电池续航突破10公里，全程仅换一次电。亚军、季军同样由荣耀“闪电”包揽。厂商为何热衷让机器人跑步？马拉松是对运动控制、续航散热、系统可靠性的极限压力测试，目的并非炫技，而是为了量产和商业化。赛事期间，京东平台“具身智能机器人”搜索量激增超300%，宇树、天工等品牌销售额翻倍。产业链上，蓝思科技、领益智造等供应商已深度参与。中信建投指出，2026年将成人形机器人量产元年。当硅基跑者超越人类极限，机器人正加速从实验室奔向日常生活。#程序员追不上机器人干脆开电瓶车跟#,"人形机器人半马成绩超人类世界纪录,为什么厂商热衷让机器人跑步,程序员追不上机器人干脆开电瓶车跟",0,2,2,2026-04-20 10:59,微博网页版
5289415540214382,QBw6C0TLM,2302292872,太平洋科技,【#荣耀闪电机器人摔倒后起身率先冲线#】全球首个人形机器人半马开赛，荣耀闪电在终点前200米意外摔倒，经调整后迅速起身，率先完成冲线。同时它还包揽了遥控组前三名，展现出超强稳定性。摔倒不影响夺冠，这波表现够硬核吧？#荣耀闪电包揽机器人半马遥控前三##直击2026机器人半马#,"荣耀闪电机器人摔倒后起身率先冲线,荣耀闪电包揽机器人半马遥控前三,直击2026机器人半马",0,2,1,2026-04-19 14:00,微博网页版
5289415371915524,QBw6l82jy,5605786656,超短之王-飞哥,宇树H1机器人半马赛场终点“累倒”，现场工作人员紧急用担架将其抬离赛道；这台H1此前排位赛中曾跑出亮眼成绩，被视作热门选手《科创板日报》19日讯，《科创板日报》记者现场获悉，4月19日，2026北京亦庄人形机器人半程马拉松终点，备受关注的宇树H1机器人在赛道上突发姿态失控，摇摇晃晃失去平衡摔倒。现场工作人员立即启动应急方案，用担架将其抬离赛道。这台H1此前排位赛中曾跑出亮眼成绩，被视作热门选手。同日稍早前，宇树科技发布消息称，16号北京人形机器人马拉松排位赛，宇树H1（2023年改版）自主跑完1.9公里多弯道赛程，用时4分13秒，打破人类1500米世界纪录（按比例计算）。,,0,0,1,2026-04-19 13:59,
5289415204667607,QBw64jAfZ,1649173367,每日经济新闻,#媒体评人形机器人半马赛快过人类#【每经热评|人形机器人半马赛快过人类实现“替人干活”需要更多硬核大考】#宇树机器人打破人类1500米世界纪录#4月19日早上，2026人形机器人半程马拉松赛在北京亦庄鸣枪开跑。来自荣耀的齐天大圣战队自主导航机器人“闪电”以50分26秒（净用时）的成绩夺得冠军。这个成绩也超越了乌干达名将基普利莫今年3月创造的57分20秒的人类男子半马世界纪录。不过，速度只是人类众多能力的冰山一角，而人形机器人的终极目标是“替人干活”，这需要的是综合能力的全面突破。本次半马赛虽精彩，却远未复刻人类半马的真实场景：比赛道路较为平直；为确保完赛，机器人采用流水线式逐一入场，而非人类赛事中多选手同时出发、较为拥挤的情况。人类长跑之所以精彩，不仅在于速度和耐力，也在于自主应对突发状况的能力、相互博弈的能力，摔倒后自主爬起、在人群中规避碰撞、根据对手节奏调整自身策略，都需要复杂的感知、决策和执行，这正是当前人形机器人的短板。O每经热评|人形机器人半马赛快过人类实现“替人干活”需要更多硬核大考（每经，嘉玛）,"媒体评人形机器人半马赛快过人类,宇树机器人打破人类1500米世界纪录",0,0,2,2026-04-19 13:58,微博网页版
5289414369477649,QBw4IDLzj,7506962094,次酱小猫,#宇树机器人打破人类1500米世界纪录#看机器人跑步总有一种喜感不过机器人为什么要和人比，不应该和车比吗但机器人进步确实挺快的，前一阵还在摔倒，现在就能跑步了。,宇树机器人打破人类1500米世界纪录,0,0,0,2026-04-19 13:55,
5289414106550020,QBw4irtXu,1463946293,吴佩,4月19日，2026北京亦庄人形机器人半程马拉松终点，宇树最后一刻倒了，荣耀机器人赢了。#荣耀机器人打破人类半马纪录##机器人摔倒北京市民路边直着急#,"荣耀机器人打破人类半马纪录,机器人摔倒北京市民路边直着急",0,9,27,2026-04-19 13:54,华为Mate XT 非凡大师
5289414022138227,QBw4a8Yfx,5941830236,鹰城卫士-LISIR,#宇树机器人打破人类1500米世界纪录#北京亦庄人形机器人半程马拉松，不仅是一场科技竞速，更是中国机器人产业的里程碑。宇树H1在排位赛中以4分13秒跑完1.9公里复杂弯道，纯自主无遥控，折算1500米约3分19秒，超越人类世界纪录。 这场“人机共跑”赛事，以以赛促研、以赛促产、以赛促用为核心，在21公里真实路况中极限测试机器人的运动控制、续航与AI决策。它标志国产人形机器人从实验室走向产业化，为巡检、救援、服务等场景铺路。从速度突破到产业跃迁，亦庄半马让世界看见中国智造的力量。#为什么执着于让人形机器人跑马拉松##机器人摔倒北京市民路边直着急#,"宇树机器人打破人类1500米世界纪录,为什么执着于让人形机器人跑马拉松,机器人摔倒北京市民路边直着急",0,2,18,2026-04-19 13:53,荣耀Magic5
5289413233087748,QBw2TcXgo,1647486362,子夜梦廊,#宇树H1机器人被担架抬离赛道#不止一名宇树战队的队员途中摔倒，但好在自己又爬起来继续跑了。#北京亦庄机器人半马#L子夜梦廊的微博视频,"宇树H1机器人被担架抬离赛道,北京亦庄机器人半马",2,1,8,2026-04-19 13:50,微博视频号
5289412348872892,QBw1sBefa,5901329673,歪歪爱吃橙,机器人上街，也知道过马路要跑快快。#机器人摔倒北京市民路边直着急#L歪歪爱吃橙的微博视频,机器人摔倒北京市民路边直着急,0,4,15,2026-04-19 13:47,iPhone客户端
5289411307637222,QBvZMw2N0,7837611656,伦敦冷雨夜,#宇树机器人打破人类1500米世界纪录#宇树H1人形机器人在北京亦庄机器人半马排位赛中以1.9公里4分13秒的成绩完成自主奔跑，并通过比例折算宣称打破人类1500米世界纪录。为对抗液冷散热的荣耀机器人，宇树采用背负冰块背包辅助降温。中途多次摔倒但自主调整姿态继续奔跑，冲线后因过热“累倒”被担架抬离；宇树H1也是拼了。#北京亦庄机器人半马#,"宇树机器人打破人类1500米世界纪录,北京亦庄机器人半马",0,1,1,2026-04-19 13:43,HarmonyOS设备
5289411218771247,QBvZDANNJ,3227910883,一碗荤豆花,#荣耀机器人首次参赛就夺冠# 50分26秒真的是一骑绝尘了，我刚在阿B看到有个阿婆主分享了今天机器人马拉松的现场视频，荣耀机器人冲线先还摔倒了一次，还能获得这样的成绩真的是厉害！实力拉满了！,荣耀机器人首次参赛就夺冠,23,27,43,2026-04-19 13:42,
5289732078568105,QBEl9zWXf,6524418593,微评论,@苑庆攀：机器人集体进化，全面超越人类速度！今天的亦庄机器人马拉松太精彩啦！我们记者们拍跑得快的都拍腻了，就想拍个摔倒的，结果一百多机器人过去了就拍到了一个摔倒的#2026机器人半马##机器人半马破人类世界纪录##热点现场#L苑庆攀的微博视频,"2026机器人半马,机器人半马破人类世界纪录,热点现场",0,0,0,2026-04-20 10:57,微博视频号
5289732076734611,QBEl9sfYL,6474280074,微观现场,@苑庆攀：机器人集体进化，全面超越人类速度！今天的亦庄机器人马拉松太精彩啦！我们记者们拍跑得快的都拍腻了，就想拍个摔倒的，结果一百多机器人过去了就拍到了一个摔倒的#2026机器人半马##机器人半马破人类世界纪录##热点现场#L苑庆攀的微博视频,"2026机器人半马,机器人半马破人类世界纪录,热点现场",0,0,0,2026-04-20 10:57,微博视频号
5289732075946914,QBEl9oX3Y,6474280046,我在现场ing,@苑庆攀：机器人集体进化，全面超越人类速度！今天的亦庄机器人马拉松太精彩啦！我们记者们拍跑得快的都拍腻了，就想拍个摔倒的，结果一百多机器人过去了就拍到了一个摔倒的#2026机器人半马##机器人半马破人类世界纪录##热点现场#L苑庆攀的微博视频,"2026机器人半马,机器人半马破人类世界纪录,热点现场",0,0,0,2026-04-20 10:57,微博视频号
5289732075688982,QBEl9nRXM,6474280055,世界观察局,@苑庆攀：机器人集体进化，全面超越人类速度！今天的亦庄机器人马拉松太精彩啦！我们记者们拍跑得快的都拍腻了，就想拍个摔倒的，结果一百多机器人过去了就拍到了一个摔倒的#2026机器人半马##机器人半马破人类世界纪录##热点现场#L苑庆攀的微博视频,"2026机器人半马,机器人半马破人类世界纪录,热点现场",0,0,0,2026-04-20 10:57,微博视频号
5289731497919662,QBEkdxegu,6221174503,stockGPT,"#人形机器人打破人类半马世界纪录#在周日（4月19日）举行的2026北京亦庄人形机器人半程马拉松赛上，机器人首次跑赢了人类半马世界纪录，前三名成绩全部优于人类纪录。荣耀旗下的齐天大圣队、雷霆闪电队、星火燎原队分别夺得冠军、亚军、季军，净用时分别为50分26秒、50分56秒、53分01秒，均优于乌干达名将基普利莫在今年3月里斯本半程马拉松赛中创造的57分20秒人类男子半马世界纪录。这一成绩与去年相比进步显著：一年前在亦庄举行的首届人形机器人半程马拉松上，天工队的人形机器人以2小时40分42秒的成绩夺冠。一年后，参赛队伍数量从20支增至百余支，是去年的五倍。整体完赛成绩大幅提升，人形机器人续航更稳、步态更顺、算法更稳。途中仍有部分机器人摔倒，或撞上赛道护栏。技术层面同样有进步：去年工程师们还可以跟着机器人一路小跑“陪跑""，今年很多机器人的速度大幅提升，工作人员不得不改坐高尔夫球车跟在后面。去年，天工是赛场上唯一采用""半自主""方式参赛的选手，其余几乎全部依赖遥控。今年，约四成队伍已实现自主导航。为鼓励这一趋势，赛事规则规定遥控操作组成绩须乘以1.2加权系数，变相惩罚依赖人工遥控的队伍。",人形机器人打破人类半马世界纪录,0,0,0,2026-04-20 10:55,微博网页版
5289730725121216,QBEiYlugg,1582297713,袁国庆,#程序员追不上机器人干脆开电瓶车跟#什么时候机器人比赛，程序员不用跟着，既不担心没电、也不担心摔倒，只需要边上当拉拉队，那机器人在运动上就算真正成熟了。,程序员追不上机器人干脆开电瓶车跟,8,17,56,2026-04-20 10:52,iPhone 17 Pro Max
5289730723812148,QBEiYfZIg,1489160965,开小差的猪妈妈,#小鼻嘎累趴机器人看热闹还鼓掌#哈哈哈哈，昨天七七在赛场上喊“妈妈它摔了”，我没拍到那个画面，就是这个小鼻嘎。结果今天刷到这个视频，原来还有更逗的！它跑着跑着直接累趴，躺在地上腿还在蹬，旁边的机器人居然停下来“围观”，还鼓了鼓掌。不是救援，是“鼓励”吗？还是单纯程序bug？不重要，反正这画面比任何名场面都好笑。昨天在现场，孩子们学机器人走路，机器人在赛道上摔倒又爬起来。看机器人机器人半马，比的除了速度，还看谁更有戏。太有意思了，下次一定早点去，不能再错过这些名场面。L开小差的猪妈妈的微博视频,小鼻嘎累趴机器人看热闹还鼓掌,0,47,49,2026-04-20 10:52,微博视频号
5289730393770506,QBEirfOSC,5622142309,张哈哈哈哈嘻嘻,"又炖上茶了今天的茶里放了娃娃菜、樱玉豆腐、虾滑、蟹棒等会蘸着酱油和烧烤料吃又点了一份杂粮煎饼咱娘俩的午饭就搞定了#小鼻嘎累趴机器人看热闹还鼓掌#北京亦庄机器人半马赛场上，一台迷你机器人""小鼻嘎""累瘫摔倒后，另一台路过机器人竟驻足围观并触发鼓掌动作，短短几秒的戏剧性互动引爆全网热议。",小鼻嘎累趴机器人看热闹还鼓掌,0,25,20,2026-04-20 10:51,vivo X200 Pro
5289730338195884,QBEilyo7G,2792675770,消费者报道,【#人形机器人半马成绩超人类世界纪录#，#为什么厂商热衷让机器人跑步#？】去年还在蹒跚摔倒的机器人，今年已经跑赢了人类世界纪录。4月19日，2026北京亦庄人形机器人半程马拉松开跑，来自11个省份超百支队伍参赛。据@消费者报道不完全统计，参赛的机器人产品包括宇树H1、天工1.0Ultra、闪电、松延动力B2、加速进化BoosterT2、行者泰山等。最终，荣耀“闪电”机器人以50分26秒的净用时夺冠，这一成绩不仅远超去年冠军（2小时40分），甚至优于人类半马世界纪录。据悉，荣耀“闪电”搭载自研液冷散热、一体化关节模组（峰值扭矩400牛米）及全栈运控算法，单块电池续航突破10公里，全程仅换一次电。亚军、季军同样由荣耀“闪电”包揽。厂商为何热衷让机器人跑步？马拉松是对运动控制、续航散热、系统可靠性的极限压力测试，目的并非炫技，而是为了量产和商业化。赛事期间，京东平台“具身智能机器人”搜索量激增超300%，宇树、天工等品牌咨询量同比飙升超5倍。产业链上，蓝思科技、领益智造等供应商已深度参与。中信建投指出，2026年将成人形机器人量产元年。当硅基跑者超越人类极限，机器人正加速从实验室奔向日常生活。#程序员追不上机器人干脆开电瓶车跟#O机器人马拉松冠军成绩已超过人类！为什么机器人要跑马拉松？,"人形机器人半马成绩超人类世界纪录,为什么厂商热衷让机器人跑步,程序员追不上机器人干脆开电瓶车跟",1,0,3,2026-04-20 10:50,微博 weibo.com
