帖子id,帖子链接,帖子用户名,机器人状态,人的形象,是否比赛视频,robot_status原文,媒体类型,语言,特点,数据原文件地址
LpsDUQWAaYg,https://www.youtube.com/watch?v=LpsDUQWAaYg,CGTN,混合,观众,是,混合（都有）,官方新闻,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
WJg02FmhHcs,https://www.youtube.com/watch?v=WJg02FmhHcs,The Illusion,,,否,,,,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
Zp3WB8IUyts,https://www.youtube.com/shorts/Zp3WB8IUyts,Shenzhen Daily,混合,观众,是,混合（都有）,官方新闻,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
j6R-ruptVD4,https://www.youtube.com/watch?v=j6R-ruptVD4,CN.科技发布会,混合,服务照护,是,混合（都有）,官方新闻,中文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
V-V2c1EfmRE,https://www.youtube.com/shorts/V-V2c1EfmRE,JimmyBallers20,混合,观众,是,混合（都有）,民间解读,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
ir3ALM9XtoE,https://www.youtube.com/shorts/ir3ALM9XtoE,BI️ Studio of Emotional Intelligence,混合,观众,是,混合（都有）,民间解读,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
nhSfxaVjSzQ,https://www.youtube.com/shorts/nhSfxaVjSzQ,重庆广电第1眼新闻官方频道 First Sight News Official,强势,观众,是,强势（如超高性能，跑得很快）,官方新闻,中文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
weUjtjLm72c,https://www.youtube.com/watch?v=weUjtjLm72c,CGTN,混合,观众,是,混合（都有）,官方新闻,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
1P4uJp-097g,https://www.youtube.com/shorts/1P4uJp-097g,环球时报 Global Times,强势,观众,是,强势（如超高性能，跑得很快）,官方新闻,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
6OR-39QzQmQ,https://www.youtube.com/shorts/6OR-39QzQmQ,New China TV,混合,服务照护,是,混合（都有）,官方新闻,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
751GBaDJqEc,https://www.youtube.com/watch?v=751GBaDJqEc,ABC News (Australia),混合,观众,是,混合（都有）,官方新闻,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
HCnr8V-2k34,https://www.youtube.com/watch?v=HCnr8V-2k34,The Sun,混合,观众,是,混合（都有）,原视频,中文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
HrPLfzkAOQM,https://www.youtube.com/shorts/HrPLfzkAOQM,Deseret News,混合,观众,是,混合（都有）,官方新闻,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
JtiVOKAKoW8,https://www.youtube.com/shorts/JtiVOKAKoW8,MoneyControl Hindi,混合,观众,是,混合（都有）,官方新闻,其他,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
T4AW0UFNDNQ,https://www.youtube.com/shorts/T4AW0UFNDNQ,CGTN на русском,强势,观众,是,强势（如超高性能，跑得很快）,官方新闻,其他,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
UoVITqui7p4,https://www.youtube.com/watch?v=UoVITqui7p4,Кирило Соляр | AI та автоматизація бізнесу,混合,服务照护,是,混合（都有）,民间解读,其他,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
UsZm0hUQzTU,https://www.youtube.com/watch?v=UsZm0hUQzTU,Chris Wabs,混合,观众,是,混合（都有）,官方新闻,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
b-JzFpjMlt8,https://www.youtube.com/watch?v=b-JzFpjMlt8,WRAL,混合,服务照护,是,混合（都有）,原视频,中文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
ehgY-JXngwI,https://www.youtube.com/watch?v=ehgY-JXngwI,Sports Central by DRM,强势,观众,是,强势（如超高性能，跑得很快）,官方新闻,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
eme_fyXSCjs,https://www.youtube.com/watch?v=eme_fyXSCjs,Kalil 4.0,混合,观众,是,混合（都有）,民间解读,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
fQrDhO6vGas,https://www.youtube.com/shorts/fQrDhO6vGas,海峽導報,混合,观众,是,混合（都有）,民间解读,中文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
g5BoHR6e2Lg,https://www.youtube.com/watch?v=g5BoHR6e2Lg,Chris Wabs,混合,观众,是,混合（都有）,民间解读,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
vUfGybABhvw,https://www.youtube.com/watch?v=vUfGybABhvw,IANOTICIAS,混合,观众,是,混合（都有）,民间解读,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
6DhaR0wDttM,https://www.youtube.com/watch?v=6DhaR0wDttM,Blick,混合,观众,是,混合（都有）,官方新闻,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
79Gffv4wmQA,https://www.youtube.com/shorts/79Gffv4wmQA,T.S_CLASSES,混合,观众,是,混合（都有）,民间解读,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
9C__GLLCCkg,https://www.youtube.com/watch?v=9C__GLLCCkg,Click+,混合,服务照护,是,混合（都有）,民间解读,其他,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
9UMBmLTdaQM,https://www.youtube.com/watch?v=9UMBmLTdaQM,CN.科技发布会,混合,观众,是,混合（都有）,官方新闻,中文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
C6tme9Aa4LE,https://www.youtube.com/watch?v=C6tme9Aa4LE,China.org.cn,混合,观众,是,混合（都有）,官方新闻,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
CxO8j6ZY2Bk,https://www.youtube.com/watch?v=CxO8j6ZY2Bk,CN.科技发布会,混合,服务照护,是,混合（都有）,官方新闻,中文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
KfbtrpoqTHk,https://www.youtube.com/watch?v=KfbtrpoqTHk,CodersVoice (CodersVoice),混合,服务照护,是,混合（都有）,官方新闻,中文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
j1fJP6lTOvw,https://www.youtube.com/watch?v=j1fJP6lTOvw,CN.科技发布会,混合,观众,是,混合（都有）,官方新闻,中文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
kFQ7bpUs94Q,https://www.youtube.com/shorts/kFQ7bpUs94Q,VILCORR,混合,服务照护,是,混合（都有）,原视频,中文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
pIOdzM_0GrU,https://www.youtube.com/watch?v=pIOdzM_0GrU,TNN,混合,观众,是,混合（都有）,官方新闻,其他,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
tNqNZOnuK6A,https://www.youtube.com/watch?v=tNqNZOnuK6A,Discover Beijing,混合,服务照护,是,混合（都有）,官方新闻,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
9XSW64y3TVU,https://www.youtube.com/watch?v=9XSW64y3TVU,ข่าวมันส์วันละช็อต,混合,观众,是,混合（都有）,民间解读,其他,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
B207kqRZkXA,https://www.youtube.com/shorts/B207kqRZkXA,KraneShares,混合,观众,是,混合（都有）,民间解读,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
C1PmzPOxnAw,https://www.youtube.com/shorts/C1PmzPOxnAw,WorldScope-360,混合,观众,是,混合（都有）,民间解读,其他,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
GU4Hm7zjh9U,https://www.youtube.com/watch?v=GU4Hm7zjh9U,India Today Global,失败,观众,是,失败（如摔倒，失去能力）,官方新闻,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
M8aWTjFFhW0,https://www.youtube.com/watch?v=M8aWTjFFhW0,DRM News,强势,服务照护,是,强势（如超高性能，跑得很快）,原视频,中文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
OjimpYnKBf0,https://www.youtube.com/shorts/OjimpYnKBf0,Azteca Noticias,失败,观众,是,失败（如摔倒，失去能力）,官方新闻,其他,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
TrKvexJ1mXQ,https://www.youtube.com/watch?v=TrKvexJ1mXQ,杨迷糊小探索 mihu explore,混合,服务照护,是,混合（都有）,民间解读,中文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
ZJht_A2UK-I,https://www.youtube.com/watch?v=ZJht_A2UK-I,Seedufy Tech,失败,观众,是,失败（如摔倒，失去能力）,原视频,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
alrhvq53lYI,https://www.youtube.com/shorts/alrhvq53lYI,日本経済新聞,强势,服务照护,是,强势（如超高性能，跑得很快）,官方新闻,其他,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
fndk7hlO1UQ,https://www.youtube.com/watch?v=fndk7hlO1UQ,Sports Insider by DRM,混合,观众,是,混合（都有）,官方新闻,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
gWSZDF0Q9KU,https://www.youtube.com/shorts/gWSZDF0Q9KU,NBCLA,混合,服务照护,是,混合（都有）,原视频,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
nFz6CDkJLyI,https://www.youtube.com/watch?v=nFz6CDkJLyI,UK Insight Daily,混合,观众,是,混合（都有）,官方新闻,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
ojeX5Xfgg2A,https://www.youtube.com/shorts/ojeX5Xfgg2A,Roya News English,混合,观众,是,混合（都有）,官方新闻,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
on6gtnrDVtc,https://www.youtube.com/watch?v=on6gtnrDVtc,CN.科技发布会,常态,服务照护,是,常态（正常跑步和运动）,官方新闻,中文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
pujsqm_PjiM,https://www.youtube.com/watch?v=pujsqm_PjiM,AFP News Agency,混合,观众,是,混合（都有）,官方新闻,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
1pry-2dzfIA,https://www.youtube.com/watch?v=1pry-2dzfIA,AP Archive,混合,服务照护,是,混合（都有）,官方新闻,中文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
3MvksG8pCnI,https://www.youtube.com/watch?v=3MvksG8pCnI,AP Archive,混合,观众,是,混合（都有）,官方新闻,中文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
5GBE0-u2Jw4,https://www.youtube.com/watch?v=5GBE0-u2Jw4,WLA,混合,观众,是,混合（都有）,官方新闻,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
HF4Hmcf2yHw,https://www.youtube.com/shorts/HF4Hmcf2yHw,DVB TV News,混合,观众,是,混合（都有）,官方新闻,其他,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
JkT3LpmTsCQ,https://www.youtube.com/watch?v=JkT3LpmTsCQ,DRM News,常态,观众,是,常态（正常跑步和运动）,原视频,中文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
RRTMx_Fic4k,https://www.youtube.com/watch?v=RRTMx_Fic4k,Exoplanet X,混合,观众,是,混合（都有）,民间解读,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
RfeFyjSMIBg,https://www.youtube.com/watch?v=RfeFyjSMIBg,Reuters,失败,观众,是,失败（如摔倒，失去能力）,原视频,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
ZqWlSf32R94,https://www.youtube.com/shorts/ZqWlSf32R94,My Own Tales,混合,观众,是,混合（都有）,民间解读,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
lJqLHi_izaA,https://www.youtube.com/watch?v=lJqLHi_izaA,CGTN,强势,观众,是,强势（如超高性能，跑得很快）,官方新闻,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
-WxTYSXKZvM,https://www.youtube.com/watch?v=-WxTYSXKZvM,Trader Joe,混合,服务照护,是,混合（都有）,民间解读,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
2b-SKrr8FcU,https://www.youtube.com/watch?v=2b-SKrr8FcU,Thanthi TV,强势,观众,是,强势（如超高性能，跑得很快）,官方新闻,其他,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
5Hzjr7ANXVg,https://www.youtube.com/watch?v=5Hzjr7ANXVg,GBS,混合,观众,是,混合（都有）,原视频,中文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
7YtzMlxX41A,https://www.youtube.com/watch?v=7YtzMlxX41A,DOCTOR JUMP,强势,观众,是,强势（如超高性能，跑得很快）,民间解读,其他,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
CIzwa6ge6Og,https://www.youtube.com/shorts/CIzwa6ge6Og,Samvadiya - A Messenger,混合,观众,是,混合（都有）,原视频,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
EhiEr_LDhbM,https://www.youtube.com/shorts/EhiEr_LDhbM,XRTV,混合,观众,是,混合（都有）,官方新闻,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
EtgL6ct5SGI,https://www.youtube.com/watch?v=EtgL6ct5SGI,NDTV,混合,服务照护,是,混合（都有）,官方新闻,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
M7xubbiMRnc,https://www.youtube.com/shorts/M7xubbiMRnc,CodersVoice (CodersVoice),强势,观众,是,强势（如超高性能，跑得很快）,原视频,中文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
MiTnhw-YQYI,https://www.youtube.com/shorts/MiTnhw-YQYI,techniahqrobot,失败,观众,是,失败（如摔倒，失去能力）,原视频,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
MrCYLHkN03M,https://www.youtube.com/shorts/MrCYLHkN03M,Alchetron,弱势,观众,是,可爱（可爱，萌萌哒）,民间解读,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
S9tuYRgV14k,https://www.youtube.com/watch?v=S9tuYRgV14k,tuningblog,常态,服务照护,是,常态（正常跑步和运动）,民间解读,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
aJJHIZH4yHQ,https://www.youtube.com/shorts/aJJHIZH4yHQ,20 Minutes France,失败,观众,是,失败（如摔倒，失去能力）,官方新闻,其他,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
dvPgl7lIRoc,https://www.youtube.com/watch?v=dvPgl7lIRoc,China.org.cn,混合,服务照护,是,混合（都有）,官方新闻,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
f00fVF9tHqk,https://www.youtube.com/watch?v=f00fVF9tHqk,DRM News,常态,服务照护,是,常态（正常跑步和运动）,官方新闻,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
mEO5TofRg_A,https://www.youtube.com/watch?v=mEO5TofRg_A,CNA,混合,观众,是,混合（都有）,官方新闻,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
q-g7K_3afFg,https://www.youtube.com/watch?v=q-g7K_3afFg,CNBC-TV18,混合,服务照护,是,混合（都有）,官方新闻,中文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
sE2WKFZ1qmU,https://www.youtube.com/shorts/sE2WKFZ1qmU,Vibes de Chine,强势,观众,是,强势（如超高性能，跑得很快）,民间解读,其他,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
sKeJEJ7GDAE,https://www.youtube.com/watch?v=sKeJEJ7GDAE,สิ่งเล็กๆที่เรียกว่าสาระ,强势,观众,是,强势（如超高性能，跑得很快）,民间解读,其他,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
xHigLowvY20,https://www.youtube.com/shorts/xHigLowvY20,СМОТРИ И ЖИВИ,强势,观众,是,强势（如超高性能，跑得很快）,民间解读,其他,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
ztAa5lt7LN8,https://www.youtube.com/shorts/ztAa5lt7LN8,XiamenMagic,混合,服务照护,是,混合（都有）,官方新闻,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
0T92AN5TYAU,https://www.youtube.com/shorts/0T92AN5TYAU,Máy Tính Trần Tuyền TV,混合,服务照护,是,混合（都有）,原视频,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
6fIxDfBjOGM,https://www.youtube.com/shorts/6fIxDfBjOGM,Aslam Ke Vlogs,混合,观众,是,混合（都有）,民间解读,其他,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
77EbtoJwlXc,https://www.youtube.com/watch?v=77EbtoJwlXc,DRM News,混合,观众,是,混合（都有）,官方新闻,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
7D6BgCvrOoE,https://www.youtube.com/shorts/7D6BgCvrOoE,我是迪拜的电视台China Arab TV-Dubai الصينية العربية,强势,观众,是,强势（如超高性能，跑得很快）,原视频,中文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
7P17j0ljBFw,https://www.youtube.com/shorts/7P17j0ljBFw,Michael Ranks,失败,观众,是,失败（如摔倒，失去能力）,民间解读,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
9nBQtlg4-M4,https://www.youtube.com/watch?v=9nBQtlg4-M4,AP Archive,混合,服务照护,是,混合（都有）,官方新闻,中文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
C6iq13PSmHA,https://www.youtube.com/watch?v=C6iq13PSmHA,The Edge,混合,观众,是,混合（都有）,民间解读,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
ChGMsbKiW-Y,https://www.youtube.com/watch?v=ChGMsbKiW-Y,AGIBOT,常态,服务照护,是,常态（正常跑步和运动）,官方新闻,中文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
E73C_PTY0yE,https://www.youtube.com/watch?v=E73C_PTY0yE,CN.科技发布会,强势,观众,是,强势（如超高性能，跑得很快）,官方新闻,中文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
Ny9l9_r1EeY,https://www.youtube.com/watch?v=Ny9l9_r1EeY,Meera चीन की मीरा,混合,服务照护,是,混合（都有）,民间解读,其他,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
R55G-vyI86c,https://www.youtube.com/watch?v=R55G-vyI86c,Elvis Kolawole,混合,服务照护,是,混合（都有）,民间解读,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
TgpowvjaLjo,https://www.youtube.com/watch?v=TgpowvjaLjo,Gianluigi Ballarani,失败,观众,是,失败（如摔倒，失去能力）,民间解读,其他,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
Ui0enxICGG0,https://www.youtube.com/shorts/Ui0enxICGG0,Raja Moyal,混合,观众,是,混合（都有）,民间解读,其他,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
XegnsODhLKw,https://www.youtube.com/shorts/XegnsODhLKw,Athletic Hybrid,混合,服务照护,是,混合（都有）,民间解读,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
Z71PSCCMGdc,https://www.youtube.com/watch?v=Z71PSCCMGdc,China.org.cn,强势,服务照护,是,强势（如超高性能，跑得很快）,官方新闻,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
hdj9ZJRe5Y8,https://www.youtube.com/shorts/hdj9ZJRe5Y8,CNBC-TV18,强势,服务照护,是,强势（如超高性能，跑得很快）,官方新闻,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
iMPtGdryh98,https://www.youtube.com/watch?v=iMPtGdryh98,Bala Latha Madam,强势,观众,是,强势（如超高性能，跑得很快）,民间解读,其他,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
kPRDOmPiv7U,https://www.youtube.com/watch?v=kPRDOmPiv7U,CCTV Video News Agency,混合,观众,是,混合（都有）,官方新闻,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
n160llMgcKQ,https://www.youtube.com/watch?v=n160llMgcKQ,New China TV,强势,观众,是,强势（如超高性能，跑得很快）,官方新闻,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
ohUiYWEf7SU,https://www.youtube.com/shorts/ohUiYWEf7SU,The Straits Times,强势,观众,是,强势（如超高性能，跑得很快）,官方新闻,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
unbxcYclH6w,https://www.youtube.com/shorts/unbxcYclH6w,CodersVoice (CodersVoice),强势,服务照护,是,强势（如超高性能，跑得很快）,官方新闻,中文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
x_ZxXOzRnM8,https://www.youtube.com/shorts/x_ZxXOzRnM8,CGTN Frontline,混合,观众,是,混合（都有）,官方新闻,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
-lAqE8-gMuo,https://www.youtube.com/watch?v=-lAqE8-gMuo,CNBC-TV18,弱势,观众,是,可爱（可爱，萌萌哒）,官方新闻,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
69zW7dGHTls,https://www.youtube.com/shorts/69zW7dGHTls,SportsFirstTV,强势,服务照护,是,强势（如超高性能，跑得很快）,官方新闻,中文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
6d1dniJJkn8,https://www.youtube.com/watch?v=6d1dniJJkn8,7NEWS Australia,强势,观众,是,强势（如超高性能，跑得很快）,官方新闻,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
ALCVnk163TM,https://www.youtube.com/watch?v=ALCVnk163TM,Economía y Geopolítica,混合,观众,是,混合（都有）,民间解读,其他,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
BWE-vXYt0HA,https://www.youtube.com/watch?v=BWE-vXYt0HA,CTV News,混合,观众,是,混合（都有）,官方新闻,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
BeZKuoOV1P4,https://www.youtube.com/shorts/BeZKuoOV1P4,Hindustan Times,混合,观众,是,混合（都有）,官方新闻,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
BtK04gPPt3E,https://www.youtube.com/shorts/BtK04gPPt3E,ruizhen han,混合,观众,是,混合（都有）,官方新闻,中文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
HPGvIVymdr4,https://www.youtube.com/watch?v=HPGvIVymdr4,Zee News,混合,观众,是,混合（都有）,官方新闻,其他,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
HjfUUbYHHps,https://www.youtube.com/shorts/HjfUUbYHHps,Brut Africa,混合,服务照护,是,混合（都有）,民间解读,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
IAcw-SiWXnk,https://www.youtube.com/watch?v=IAcw-SiWXnk,KhanFlicks,混合,观众,是,混合（都有）,民间解读,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
ItQuRLS-FNs,https://www.youtube.com/shorts/ItQuRLS-FNs,The Straits Times,混合,观众,是,混合（都有）,官方新闻,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
JBMdRM9ekbc,https://www.youtube.com/shorts/JBMdRM9ekbc,Space and Technology,强势,观众,是,强势（如超高性能，跑得很快）,民间解读,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
Kwq_mOTDnes,https://www.youtube.com/watch?v=Kwq_mOTDnes,CodersVoice (CodersVoice),强势,观众,是,强势（如超高性能，跑得很快）,原视频,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
LJj3OTWq060,https://www.youtube.com/shorts/LJj3OTWq060,New China TV,常态,观众,是,常态（正常跑步和运动）,官方新闻,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
Q-v-pday3VY,https://www.youtube.com/watch?v=Q-v-pday3VY,METRO TV,混合,服务照护,是,混合（都有）,官方新闻,其他,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
Q4ze4ZpP4Wc,https://www.youtube.com/shorts/Q4ze4ZpP4Wc,CCTV Video News Agency,强势,服务照护,是,强势（如超高性能，跑得很快）,官方新闻,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
Rht_0V-Xino,https://www.youtube.com/watch?v=Rht_0V-Xino,DRM News,失败,服务照护,是,失败（如摔倒，失去能力）,原视频,中文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
SvJsHc3ku6A,https://www.youtube.com/shorts/SvJsHc3ku6A,UGC NET JRF by Pavan Yogi,,,否,,民间解读,其他,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
