topic_id,raw_count,assigned_count,n_posts_raw,top_post_share_raw,level1_share_raw,level2_share_raw,top_terms,representative_docs,sample_comments_10,domain,label,notes
0,1129,1222,31,0.4977856510186005,0.6492471213463242,0.3507528786536758,"遥控玩具, 遥控机器人, 遥控, 遥控的, 自主, 自主的, 都是遥控的, 有遥控的, 没意思, 不是遥控","['遥控玩具[偷笑R]', '号码布上写了“自主”“遥控”，估计是有不同的参赛组别', '遥控玩具[失望R]']",1. [69e5ea0f000000001401cc18|post=69e59e520000000022027a90|likes=787.0|top_like] 遥控的，主要是程序员太逗了[笑哭R] || 2. [69e43d3b0000000014019029|post=69e429b4000000001b00037a|likes=552.0|top_like] 遥控组作为底层，就是来整活的，毕竟也只能干整活[捂脸R] || 3. [69e45fef000000001401ac23|post=69e4426b000000001d01c7ed|likes=426.0|top_like] 那直接放遥控汽车不就起飞了。 || 4. [69e4c75a000000001401a823|post=69e4b08d000000001d01c1bc|likes=285.0|cross_post] 48分钟那个是遥控的，50分的是自主的，48分的要乘1.2的系数就不是冠军了 || 5. [69df98ff00000000350314d0|post=69df625d0000000021005c63|likes=251.0|cross_post] 都有，遥控的话最后时间要乘以1.2 || 6. [69e65240000000001401900c|post=69e634590000000022003bb5|likes=249.0|cross_post] 居然是蓝标，自主不是遥控，棒极了 || 7. [69e5b1e0000000001401ac13|post=69e463df000000001b003017|likes=118.0|cross_post] 遥控的要加时间，加权后才是最终成绩 || 8. [69e4dbdf000000001401e827|post=69e45dbe000000001f00434f|likes=12.0|random] 夺冠的前三名都是自主的 || 9. [69e4a34e000000001401dc12|post=69e481e8000000002003ad94|likes=0.0|random] 你说的难道是遥控车[笑哭R][笑哭R] || 10. [69e5d4f5000000001401c832|post=69e47f8f000000001f007203|likes=0.0|random] 拿遥控器在后面遥控说智能机器人？？？。,,,
39,109,256,18,0.3761467889908257,0.5963302752293578,0.4036697247706422,"好恐怖, 好诡异, 有点诡异, 妈呀, 照相机还被说是摄魂的, 突然想到巨型蜘蛛, 突然感觉场面很魔性, 笑死我了诡异得很搞笑, 方便电话机传进中国的时候, 日本的果然诡异","['哈哈哈哈哈哈服啦 好诡异', '好恐怖！怎么这么脆弱离我远点', '好诡异 好好笑哈哈哈哈哈哈']",1. [69e4d798000000001401e000|post=69e4b08d000000001d01c1bc|likes=194.0|top_like] 这尼玛太诡异了 || 2. [69e45d13000000001401c807|post=69e429b4000000001b00037a|likes=39.0|top_like] 只有我觉得这事很可怕吗。。。 || 3. [69dc94e1000000003502fbee|post=69db34bb000000001a0348ae|likes=28.0|top_like] 好荒诞的场面[笑哭R][笑哭R] || 4. [69e4a499000000001401dc1b|post=69e481e8000000002003ad94|likes=11.0|cross_post] 只有我看完感觉毛骨悚然么…真的起鸡皮疙瘩[扶额R][扶额R] || 5. [69e62bcb000000001401a01c|post=69e59e520000000022027a90|likes=2.0|cross_post] 什么时候满街都是这玩意，也挺恐怖的。 || 6. [69e76984000000001401c01d|post=69e2583b00000000230211ea|likes=2.0|cross_post] 太血腥了能不能打个码 || 7. [69db9d7300000000350336cc|post=69da7e87000000001a03484e|likes=1.0|cross_post] 虽然有脑袋的很诡异 但是没脑袋那个明显更吓人[笑哭R] || 8. [69db4ef9000000003502be80|post=69da7e87000000001a03484e|likes=0.0|random] 怎么有种诡异的好笑 || 9. [69e63627000000001401bc32|post=69e47f8f000000001f007203|likes=0.0|random] 各有各的诡异 || 10. [69db5d0f000000003502646b|post=69da7e87000000001a03484e|likes=0.0|random] 大晚上的回家路上看到这玩意儿确实有点吓人[笑哭R],,,
40,107,124,13,0.7009345794392523,0.8037383177570093,0.19626168224299065,"散热不行, 散热, 没装外壳就得这么人工散热, 等上了固态电池看看呢, 现阶段的技术散热跟不上, 用在军工方面就还很遥远, 液冷散热搞起来, 算是同根同源了, 没法端电脑, 水冷散热安排上啊","['散热不行？？', '散热不行[笑哭R]', '散热不行[偷笑R]']",1. [69e493f9000000001401c00c|post=69e4551e000000001f005895|likes=59.0|top_like] 主要问题不是电量，而是散热 || 2. [69e4f216000000001401940a|post=69e4551e000000001f005895|likes=36.0|top_like] 它这个散热系统是真牛逼呀 || 3. [69ec66ff00000000270175e9|post=69e463df000000001b003017|likes=30.0|top_like] 散热看起来和win似的，算是同根同源了 || 4. [69e6258f000000001401c008|post=69e59e520000000022027a90|likes=28.0|cross_post] 有人刷到程序员回复了说是故意的，需要散热，顺便逗大家一笑 || 5. [69e49428000000001401880d|post=69e481e8000000002003ad94|likes=19.0|cross_post] 对，主板散热 || 6. [69eaebf8000000001401d411|post=69e48b0b000000001a02578c|likes=10.0|cross_post] 正常的工业产品一定可以在设计工况下 无需外挂散热的情况下工作的。这些现在都是验证品，距离工业产品还有距离 || 7. [69e4606c000000001401881d|post=69e429b4000000001b00037a|likes=6.0|cross_post] 对自己的散热很有信心啊这样穿[笑哭R] || 8. [69e45c0a000000001401c018|post=69e43b14000000001a02e095|likes=1.0|random] 这个散热方法跟我们当初做无人机实验一模一样[笑哭R] || 9. [69e5e88e000000001401e41f|post=69e481e8000000002003ad94|likes=0.0|random] 牛，还散热是最大问题[玫瑰R] || 10. [69e48d16000000001401b019|post=69e481e8000000002003ad94|likes=0.0|random] 散热[捂脸R]快买英维克,,,
41,106,145,19,0.29245283018867924,0.42452830188679247,0.5754716981132075,"慢慢来, 用不了五年, 很快了, 快了, 既然知道事物的发展有个过程, 等过几年你就不会这莫说了, 等不了多久, 无敌了, 看这样发展下去50年后, 看到这些也会感慨就像个人的发展一样","['慢慢来，发展需要时间[红色心形R]', '没事哒，再过几年就有了，慢慢来', '还得努力 从强度上开始 慢慢来']",1. [69e42b1a000000001401901d|post=69e40352000000002102fc75|likes=27.0|top_like] 慢慢来，发展需要时间[红色心形R] || 2. [69e5b4900000000014018c0e|post=69e4c771000000002102c3fc|likes=16.0|top_like] 孩子们在创造历史 || 3. [69e49d19000000001401d436|post=69e4412a000000002103883f|likes=10.0|top_like] 我预约不需要100年啊 || 4. [69e4cf42000000001401c812|post=69e48341000000001a02d0c4|likes=9.0|cross_post] 这个发展速度，等不了多久 || 5. [69e50ebc000000001401c410|post=69e47f8f000000001f007203|likes=7.0|cross_post] 用不了五年，可能就有新变化了，只过了一年，发展已经超过我的想象。 || 6. [69dcbff6000000003502b66d|post=69da7e87000000001a03484e|likes=6.0|cross_post] 再过10年15年看看 || 7. [69e589060000000014019004|post=69e481e8000000002003ad94|likes=6.0|cross_post] 这只是发展初期，后续肯定不会这样的呀 || 8. [69db74ec000000000103f383|post=69da7e87000000001a03484e|likes=0.0|random] 后来者要居上 || 9. [69e4d81c0000000014019821|post=69e4b08d000000001d01c1bc|likes=0.0|random] 上高度了，我们生活在一个承前启后的时代[赞R] || 10. [69e4c214000000001401b839|post=69e48341000000001a02d0c4|likes=0.0|random] 慢慢发展，肯定会有的。,,,
42,105,257,6,0.7523809523809524,0.8476190476190476,0.1523809523809524,"裆部散热, 液体伟哥, 真的为了赶时间啊, 热了还得让人给喷屁股, 没看到喷jj上了吗, 紧哒对胯里喷做么子, 猛而刚, 笑了, 鄙视r, 扶墙r","['裆部散热[微笑R]', '裆部散热[偷笑R]', '裆部散热']",1. [69e473da000000001401e042|post=69e43b14000000001a02e095|likes=12.0|top_like] 为什么喷在PP和裆部[doge] || 2. [69e45f920000000014018829|post=69e43b14000000001a02e095|likes=8.0|top_like] [笑哭R][笑哭R][笑哭R]裤兜滚烫 || 3. [69e460150000000014019c27|post=69e43b14000000001a02e095|likes=5.0|top_like] 不用搭理喷子，他连这种没用的都做不出来 || 4. [69e4a7610000000014019c36|post=69e481e8000000002003ad94|likes=2.0|cross_post] 喷的位子有点不雅[doge] || 5. [69e05154000000001400acad|post=69df625d0000000021005c63|likes=0.0|cross_post] 小鹏那个做成女性网友怎么喷的？ || 6. [69e33ffe000000001401e00c|post=69e2583b00000000230211ea|likes=0.0|cross_post] 害我喷了一地大米饭 || 7. [69e58060000000001401a80f|post=69e447d2000000001d01aa01|likes=0.0|cross_post] 下次再奔袭三所里用的[吐舌头H] || 8. [69e49e56000000001401e811|post=69e481e8000000002003ad94|likes=0.0|random] 那个小子你老是往它裤裆里喷降温干啥？ || 9. [69ea1dd10000000014019812|post=69e481e8000000002003ad94|likes=0.0|random] 为什么不让他自己喷 || 10. [69e49a20000000001401901e|post=69e481e8000000002003ad94|likes=0.0|random] 屁屁那里喷的啥,,,
43,104,245,13,0.7115384615384616,0.7980769230769231,0.20192307692307693,"还有担架, 用编织袋不好么, 昨天的, 没想到是担架啊, 最后担架我是没绷住, 竟然还有担架, 等会儿是不是拿扫把, 没等抬呢自己先报废了, 派个大号扫地机器人, 用担架确实有点搞笑了","['还有担架…不应该是塑料袋么', '还有担架，我绷不住了[笑哭R]', '太人性化了，还有担架[笑哭R][笑哭R]']",1. [69e49195000000001401c825|post=69db34bb000000001a0348ae|likes=1015.0|top_like] 好像拿扫把扫比较快了[完啦R] || 2. [69e48f1d0000000014019819|post=69db34bb000000001a0348ae|likes=350.0|top_like] 担架的必要性 || 3. [69e4931d000000001401a40f|post=69db34bb000000001a0348ae|likes=53.0|top_like] 这个应该更需要扫帚和簸萁 || 4. [69dae251000000003501cf95|post=69da7e87000000001a03484e|likes=32.0|cross_post] 您这不废话吗？博尔特也不会撑杆跳啊[笑哭R] || 5. [69e42f12000000001401dc2c|post=69e2583b00000000230211ea|likes=14.0|cross_post] 拿来的竟然是单架，不应该是纸箱吗 || 6. [69e55ee4000000001401cc00|post=69e48341000000001a02d0c4|likes=14.0|cross_post] nbc新闻只有一个镜头，那个被减速带绊倒摔的七零八落，被担架抬走的。昨天的，可查 || 7. [69e7294b000000001401cc0a|post=69e6f2bc0000000023005345|likes=6.0|cross_post] 再把扫地做饭训练好 || 8. [69e329f0000000001401a00b|post=69e2583b00000000230211ea|likes=0.0|random] 还有担架…不应该是塑料袋么 || 9. [69e481df000000001401e426|post=69e2583b00000000230211ea|likes=0.0|random] 我觉得不用担架，直接拿个簸箕，那个扫把，再拿个袋儿就行。 || 10. [69e34a160000000014019422|post=69e2583b00000000230211ea|likes=0.0|random] 抬担架已经感觉多余了，应该抬棺材才对,,,
44,103,209,17,0.24271844660194175,0.6213592233009708,0.3786407766990291,"比春晚好看, 这波贪了, 春晚那些会跳舞的机器人哪去了, 没买营销但也做的挺好的, 最后宇树机器人, 春晚里的也不是这熊样啊, 活在这个时代真好啊能看到整个发展过程哈哈哈, 真的比春晚好看, 看这些笨拙的机器人和春晚表演武术的机器人, 目前我们百姓知道的就是上春晚的宇树牌子","['这波贪了，应该留着春晚看的', '比春晚好看[大笑R]', '比春晚好看[笑哭R]']",1. [69e45de1000000001401a005|post=69e4426b000000001d01c7ed|likes=242.0|top_like] 春晚是编程好的，半马需要自主时时判断路况路线，根据现场情况做出反应 || 2. [69e01a70000000003500dad1|post=69df625d0000000021005c63|likes=228.0|top_like] 这个比春晚好看多了[点赞R] || 3. [69e6394c000000001401c410|post=69e59e520000000022027a90|likes=188.0|top_like] 这种表现和春晚上的实在太割裂，连走路都走不好，离具身智能就更远了 || 4. [69e3bdc5000000001401e804|post=69e2583b00000000230211ea|likes=139.0|cross_post] 这绝对不是春晚的机器人[捂脸R][捂脸R][捂脸R][捂脸R][笑哭R][笑哭R][笑哭R] || 5. [69e4e922000000001401c006|post=69e481e8000000002003ad94|likes=78.0|cross_post] 热知识，前年还没有机器人能上春晚 || 6. [69e782a1000000001401c035|post=69e47f8f000000001f007203|likes=43.0|cross_post] 这波贪了，应该留到春晚看的 || 7. [69e45ecd000000001401c426|post=69e43a5a000000001d01dcc7|likes=5.0|cross_post] 建议明年春晚演这个 || 8. [69e843b0000000001401b002|post=69e59e520000000022027a90|likes=0.0|random] 没事，这玩意儿进步很快的，前两年还得靠人扶着走得歪歪扭扭，现在能跑马拉松了，前年春晚只会转手帕，还得靠人扶着进场，去年春晚已经可以表演空中转圈的武术，进步速度很牛了。我很期待机器人养老，比雇人靠谱[doge] || 9. [69e5f001000000001401e41b|post=69e59e520000000022027a90|likes=0.0|random] 明年春晚取消真人吧，就让机器人上[笑哭R]比真人好笑 || 10. [69e88d180000000014019019|post=69e481e8000000002003ad94|likes=0.0|random] 明年的春晚应该可以请施瓦辛格做外宾了,,,
45,102,395,12,0.5686274509803921,0.8137254901960784,0.18627450980392157,"皱眉r, 黑色吸热, 小黑加油, 小黑太可爱了, 小黑真厉害, 礼貌吗叫人小黑, 矮小黑跑得不错, 目测比老黑快了, 用这小黑子陪小孩跑步会有趣点, 现实中明明黑人跑得最快","['早知道涂白色吧 黑色吸热', '这小黑娃谁研究的呢 好可爱[皱眉R]', '图二好像黑蛋啊[皱眉R][皱眉R][皱眉R]好可爱[皱眉R][皱眉R][皱眉R]']",1. [69e66b9a000000001401e408|post=69e634590000000022003bb5|likes=52.0|top_like] 这个小黑黑好可爱！ || 2. [69e445ed000000001401c040|post=69e43b14000000001a02e095|likes=39.0|top_like] 黢黑黢黑的 || 3. [69e499930000000014019422|post=69e481e8000000002003ad94|likes=4.0|top_like] 找不到黑点就别黑了 || 4. [69e5a5a2000000001401d406|post=69e47f8f000000001f007203|likes=4.0|cross_post] 这个小黑铁蛋，跑的又努力又辛酸又可爱又搞笑。 || 5. [69e47b07000000001401d42f|post=69e4412a000000002103883f|likes=2.0|cross_post] 不愧是山东，还用黑人脏辫 || 6. [69dac936000000001500be7a|post=69da7e87000000001a03484e|likes=1.0|cross_post] 目测比老黑快了 || 7. [69e0f1eb000000001401bc25|post=69df625d0000000021005c63|likes=1.0|cross_post] 怎么还有黑皮体育生参赛啊？ || 8. [69e7d873000000001401e804|post=69e47f8f000000001f007203|likes=0.0|random] 小黑黑好可爱[有R] || 9. [69e45640000000001401dc06|post=69e43b14000000001a02e095|likes=1.0|random] 用这小黑子陪小孩跑步会有趣点 || 10. [69e59ce1000000001401c412|post=69e47f8f000000001f007203|likes=0.0|random] 全场就看中那个小黑仔了好可爱[失望R],,,
46,99,242,9,0.6868686868686869,0.6767676767676768,0.32323232323232326,"亦庄, 义庄, 扯脸h, 亦庄真是个神奇的地方, 亦庄这个地方还是太复杂了, 奕字庄, 简化为了, 是不是举办地方有点说法, 没事溜溜鸵鸟, 没事别开车去亦庄","['果然是“亦庄”', '名字就很诡异 亦庄[捂脸R][捂脸R]', '不是\n“亦庄”和“义庄”不是一回事，只是读音相同，但字和意思都完全不同。亦庄的名字由来和古代的“义庄”（宗族慈善机构或停尸房）没有关系。\n关于“亦庄”名字的由来，流传最广且有史料支持的说法是，这里曾是清代“奕字营”的兵营所在地。清末，一位姓祁的富商在此买地建庄园，取名为“奕字庄”。后来，人们为了书写方便，逐渐将“奕字庄”简化为了“亦庄”。\n“义庄”在古代其实是一种慈善机构，由宗族或乡绅创办，主要功能是救济族人、资助教育、办理婚丧等，并非只是影视剧里演的停尸房。将亦庄和义庄联系起来，更多是民间的一种谐音附会。']",1. [69db087400000000350113be|post=69da7e87000000001a03484e|likes=283.0|top_like] 白天偶尔也会看到鸵鸟在马路上跑了 || 2. [69dadd5c000000003500d5fd|post=69da7e87000000001a03484e|likes=74.0|top_like] 感觉亦庄好有科技感，无人驾驶汽车，机器人，各种新科技都在那测试 || 3. [69dae230000000000d03cf8b|post=69da7e87000000001a03484e|likes=67.0|top_like] 亦庄还有鸵鸟呢[doge] || 4. [69dccc680000000035016842|post=69db34bb000000001a0348ae|likes=29.0|cross_post] 扔到河北去 || 5. [69e61f950000000014019c2a|post=69e59e520000000022027a90|likes=2.0|cross_post] 这几天的快乐都是亦庄这群机器人给的[笑哭R] || 6. [69df9dcc0000000035017b87|post=69df625d0000000021005c63|likes=1.0|cross_post] 亦庄的路上不是鸵鸟就是机器人，太洋气啦 || 7. [69e422660000000014019409|post=69e40352000000002102fc75|likes=1.0|cross_post] 现在还有吗 在昌平过去还来得及吗 || 8. [69e07a3f000000001401cc0a|post=69df625d0000000021005c63|likes=0.0|random] 果然是“亦庄” || 9. [69db3ed00000000015004903|post=69da7e87000000001a03484e|likes=0.0|random] 亦庄简直是机器人和无人驾驶汽车的地盘 || 10. [69e36a28000000001401a415|post=69df625d0000000021005c63|likes=0.0|random] 还在亦庄 下班多坐几站地铁就到了[笑哭R],,,
47,95,132,4,0.8526315789473684,0.23157894736842105,0.7684210526315789,"压缩空气, 快速降温喷雾, 降温用的, 降温, 降温喷雾, 炸了就舒服了, 类似于丁烷, 淘宝搜降温喷雾就行, 液氮降温, 液氮罐降温的","['快速降温喷雾，实际上是LPG，易燃易爆[捂脸R]', '压缩空气 无所谓的', '压缩空气，气化吸热']",1. [69e48647000000001401c03c|post=69e481e8000000002003ad94|likes=8645.0|top_like] 快速散热的，但是可燃，有火花就直接烧 || 2. [69e489460000000014018c23|post=69e481e8000000002003ad94|likes=1355.0|top_like] 足球赛场上也用，烷基制冷喷雾 || 3. [69e4898c000000001401b002|post=69e481e8000000002003ad94|likes=335.0|top_like] 感觉是压缩空气，降温用 || 4. [69e734fa000000001401ac18|post=69e634590000000022003bb5|likes=37.0|cross_post] 自主，喷的是降温用的 || 5. [69e46d61000000001401a406|post=69e43b14000000001a02e095|likes=5.0|cross_post] 估计喷的是什么降温的吧？ || 6. [69e66cf9000000001401ac01|post=69e4412a000000002103883f|likes=3.0|cross_post] 如果你去参加马拉松，沿路也都有喷雾给你使用，极速降温，保护关节。不过那是云南白药[暗中观察R][暗中观察R] || 7. [69eaca04000000001401c815|post=69e481e8000000002003ad94|likes=0.0|random] 一氯丙烷？[偷笑R]猜的 || 8. [69e6e05c000000001401b803|post=69e481e8000000002003ad94|likes=0.0|random] 就是快速降温的，往上有卖，夏天车里打开门喷一喷，一下就不热了，一定要开门喷 || 9. [69e49fac000000001401ac1a|post=69e481e8000000002003ad94|likes=0.0|random] 打火机充气罐 || 10. [69e48c03000000001401c435|post=69e481e8000000002003ad94|likes=8.0|fill] 应该是清凉喷雾，给电机散热,,,
48,90,165,17,0.16666666666666666,0.5111111111111111,0.4888888888888889,"比赛不重要, 看脑袋就是宇树, 春晚的武bot, 纯是过来整活的, 最后反正是全军覆没, 然后自己编程灌软件参赛, 玉树第几, 现在进化到10m, 看了他们采访, 是北京天九的","['其实了解下来，这个马拉松考验的更多人机器人的耐力，就是使用时长、耐不耐摔，我觉得宇树在精细动作领域很好啊。就像手机一样，有拍照好看，有耐用的。荣耀的，看了他们采访，散热、视像这些都用的手机的，肯定有优势嘛。我觉得能参加的团队都是机器人领域顶尖了[派对R]', '破案了 这个就是宇树G1[doge]春晚的武BOT[doge]', '不是，5个外国参赛队，都是德法之类的大学，但是他们还无法完成硬件制造，买的是宇树的机器人，然后自己编程灌软件参赛。最后反正是全军覆没，这行业现在也是只有中美在正经在赛道上，其他的国家现在是气氛组。']",1. [69e440ed000000001401c035|post=69e429b4000000001b00037a|likes=802.0|top_like] 破案了 这个就是宇树G1[doge]春晚的武BOT[doge] || 2. [69df989c0000000001004e92|post=69df625d0000000021005c63|likes=495.0|top_like] 宇树的还是哪家的不是百米都进10s了么 || 3. [69e61396000000001401dc1d|post=69e59e520000000022027a90|likes=141.0|top_like] 分两种，一个是遥控操控的，一种是自主跑的。遥控的跑步时间要×1.2的系数。所以最后宇树虽然第一个撞线，但还是没拿到前三 || 4. [69e59ed8000000001401c028|post=69e463df000000001b003017|likes=117.0|cross_post] 那是民间团体和国外团队，他们是买了宇树G2自己调教参赛[笑哭R]宇树官方用的H1 || 5. [69e2fd16000000001401bc32|post=69e2583b00000000230211ea|likes=105.0|cross_post] 那是宇树的成熟货架产品高级版，这个估计就是那个学校学生好的团队研发，差距大了去了 || 6. [69e48cdc000000001401ac08|post=69e481e8000000002003ad94|likes=16.0|cross_post] 宇树几十万的年薪应该给你 || 7. [69e489b20000000014019418|post=69e48341000000001a02d0c4|likes=13.0|cross_post] 宇树是干嘛来的[笑哭R] || 8. [69e029780000000035023319|post=69df625d0000000021005c63|likes=1.0|random] 这些都是什么厂家出产的呀？那么次！宇树的呢？不屑于参加这种比赛么？[doge] || 9. [69e4bd780000000014019c26|post=69e44171000000001a026b25|likes=9.0|random] 这类比赛里宇树大部分都是提供平台吧，参赛队伍自己弄的程序那些 || 10. [69e5ace40000000014018c09|post=69e4551e000000001f005895|likes=0.0|random] 宇树那个应该没做马拉松的特化（比如高速运动和下肢电机优化），纯是过来整活的[doge],,,
49,85,155,11,0.7411764705882353,0.4470588235294118,0.5529411764705883,"钛合金膝盖, 伤膝盖, 没事, 注意保护膝盖, 新膝盖, 无所畏了, 真正的物理铁膝盖, 氨糖, 没事马上就能有机器人医生给换膝盖, 没有恢复期","['姿势不标准 伤膝盖', '真·钛合金膝盖', '工程师：真·钛合金膝盖，小子']",1. [69dae0110000000035031dd3|post=69da7e87000000001a03484e|likes=590.0|top_like] 刚换的钛合金膝盖 || 2. [69dc863a00000000020295af|post=69db34bb000000001a0348ae|likes=10.0|top_like] 怎么老小老弟 半月板跑废了 || 3. [69daf40e0000000014008780|post=69da7e87000000001a03484e|likes=8.0|top_like] 工程师：真·钛合金膝盖，小子 || 4. [69e75f120000000014018806|post=69e481e8000000002003ad94|likes=1.0|cross_post] 把他的关节换给我行吗？ || 5. [69e44c90000000001401a011|post=69e43b14000000001a02e095|likes=0.0|cross_post] 髋关节需要润滑了[doge] || 6. [69e4636d000000001401d81e|post=69e4426b000000001d01c7ed|likes=0.0|cross_post] 看起来它的膝盖还不如我[捂脸R] || 7. [69e47108000000001401bc30|post=69e44171000000001a026b25|likes=0.0|cross_post] 髋关节挺灵活的[派对R] || 8. [69db9a0500000000150008b4|post=69da7e87000000001a03484e|likes=0.0|random] 髋关节的稳定性是真不错[doge] || 9. [69db94f20000000035019b14|post=69da7e87000000001a03484e|likes=0.0|random] 没事他膝盖钢做的 || 10. [69db0ef5000000003501b9f9|post=69da7e87000000001a03484e|likes=0.0|random] 这步频肯定不伤膝盖[doge],,,
50,85,153,6,0.5176470588235295,0.611764705882353,0.38823529411764707,"防晒喷雾, 防晒, 防蚊喷雾, 都晒黑了, 还要喷防晒, 晒黑了, 捂嘴笑r, 痱子粉, 早干嘛, 既然怕热回去给孩子改成浅色吧","['防晒喷雾[doge]', '防晒喷雾，隔绝紫外线[doge]', '防晒喷雾[偷笑R][偷笑R]']",1. [69e48b82000000001401cc21|post=69e481e8000000002003ad94|likes=12.0|top_like] 防蚊喷雾[doge] || 2. [69e49d3c000000001401e822|post=69e481e8000000002003ad94|likes=6.0|top_like] 真讲究，还喷防晒[笑哭R] || 3. [69e4502a000000001401dc0b|post=69e43b14000000001a02e095|likes=5.0|top_like] 喷点防晒，瞧给孩子晒得黢黑 || 4. [69db43290000000002029b45|post=69da7e87000000001a03484e|likes=0.0|cross_post] 为啥总是喜欢涂黑色? || 5. [69dfa5a30000000035009837|post=69df625d0000000021005c63|likes=0.0|cross_post] 是不是光线太暗了[笑哭R][赞R] || 6. [69e5b683000000001401d819|post=69e4426b000000001d01c7ed|likes=0.0|cross_post] 这肤色倒也不用防了[doge] || 7. [69e85a720000000014019427|post=69e42cc100000000220001ad|likes=0.0|cross_post] 维特丝美白沐浴露果酸祛痘留香 || 8. [69e44eb9000000001401a411|post=69e43b14000000001a02e095|likes=0.0|random] 晒黑了，防晒喷雾没准备吗？ || 9. [69ec0f75000000002701fdbb|post=69e481e8000000002003ad94|likes=0.0|random] 还喷防晒喷雾啊 || 10. [69eacdf3000000001401c40b|post=69e481e8000000002003ad94|likes=0.0|random] 这么黑了，还要喷防晒[偷笑R],,,
51,84,170,13,0.4880952380952381,0.13095238095238096,0.8690476190476191,"汽车, 那不就是汽车吗, 那tm叫汽车, 那不就是电动车吗, 有轮子的叫电动车, 注意不错马上量产, 汽车也不是一天成现在这样的, 汽车早就发明出来了, 早发明了, 汽车早就有","['汽车：请好好看着我', '那不是早就有了吗，汽车[暗中观察R]', '您是否是想搜：汽车？']",1. [69e493ba000000001401a415|post=69e481e8000000002003ad94|likes=159.0|top_like] 恭喜你发明了电动汽车[doge][doge] || 2. [69db0a260000000001006db1|post=69da7e87000000001a03484e|likes=60.0|top_like] 按俩轱辘那叫电动车 || 3. [69e49fa6000000001401c01d|post=69e447d2000000001d01aa01|likes=51.0|top_like] 哈哈哈哈哈车如其名了属于是！ || 4. [69e467c4000000001401b01f|post=69e4426b000000001d01c7ed|likes=6.0|cross_post] 你说的那种只能当汽车开，这种干啥都行 || 5. [69e49255000000001401cc23|post=69e4551e000000001f005895|likes=5.0|cross_post] 你得注明一下，不是新国标电车[嘻嘻R] || 6. [69dcf9d1000000000202a682|post=69db34bb000000001a0348ae|likes=1.0|cross_post] 车上常备的会是五金店吗？[呃R] || 7. [69e56586000000001401a008|post=69e48341000000001a02d0c4|likes=1.0|cross_post] 那不就是电动车吗 || 8. [69e74a4f000000001401dc07|post=69e47f8f000000001f007203|likes=0.0|random] 快赶上我看那个汽车diy了 || 9. [69e4a732000000001401880b|post=69e481e8000000002003ad94|likes=0.0|random] 你说的这个东西，该不会是汽车吧🚗 || 10. [69e46e2d000000001401e028|post=69e4426b000000001d01c7ed|likes=1.0|random] 这踏马叫汽车[doge],,,
52,82,168,19,0.32926829268292684,0.43902439024390244,0.5609756097560976,"豆包, 疑似猪圈, 笑得我肚子啊啊啊啊啊, 突然想起来了那个豆脚, 看见豆脚没, 看到了一个长脚豆包的作者发了一个视频, 看个豆角的集合, 疑似豆包小号, 啥意思, 好吓人啊","['看个豆角的集合。[doge][doge]', '底特律：豆包', '豆包 豆脚']",1. [69e60d1b0000000014019808|post=69e47f8f000000001f007203|likes=6640.0|top_like] 怎么不拍豆脚，她也参赛了。 || 2. [69e614d7000000001401e40a|post=69e47f8f000000001f007203|likes=249.0|top_like] 豆脚哈哈哈哈哈哈哈哈哈哈谁起的名字笑死了 || 3. [69e4ccb50000000014019c09|post=69e4b08d000000001d01c1bc|likes=33.0|top_like] 这个豆包……感觉改改能做腿音未来…… || 4. [69e496190000000014019c0e|post=69e481e8000000002003ad94|likes=30.0|cross_post] 反正跟你们无关，啃你的爱尔兰土豆吧 || 5. [69e4e6bc000000001401e436|post=69e463df000000001b003017|likes=5.0|cross_post] 豆包一样吧 || 6. [69e55ff30000000014019000|post=69e40352000000002102fc75|likes=4.0|cross_post] 豆脚加油 || 7. [69e44a3d000000001401bc0b|post=69df625d0000000021005c63|likes=1.0|cross_post] 看到了一个长脚豆包的作者发了一个视频，， || 8. [69e4fc10000000001401e40c|post=69e40352000000002102fc75|likes=0.0|random] 我一直在等一个两脚豆包但没看到[偷笑R] || 9. [69e705f1000000001401a022|post=69e59e520000000022027a90|likes=0.0|random] 豆脚咋样啊[笑哭R] || 10. [69e7aafa000000001401bc24|post=69e47f8f000000001f007203|likes=0.0|random] 好吓人啊[笑哭R][笑哭R][笑哭R]这是豆包吗？还不如整个红豆包顶着算了,,,
